statement,intent_code
"Good evening, please help me find an item I left at the restaurant. This happened today. Branch: London food court.",LOST_AND_FOUND
Quick question: our table was sticky and dirty. I need assistance.,CLEANLINESS_COMPLAINT
Can someone help me? the food was not cooked properly. Can this be fixed?,FOOD_QUALITY_ISSUE
"Hi, please escalate this food safety complaint immediately. I need assistance. Branch: Dubai airport.",FOOD_SAFETY_ISSUE
"Hey, the food from the Dallas main street restaurant was terrible. This is frustrating. Branch: New York drive-thru.",FOOD_QUALITY_ISSUE
I want to report rude behavior from the host. Reference R852981.,STAFF_COMPLAINT
"Good evening, the points from my last order were not added. Can you check? Reference R722438.",LOYALTY_POINTS_ISSUE
"Hi, what is the most popular dish at the Bangalore branch? Can this be fixed?",MENU_INQUIRY
Please help. cancel my reservation at the Dubai branch. Please help.,RESERVATION_CANCEL
"Hi, i forgot my laptop bag after dining. Can this be fixed? Branch: Toronto takeout.",LOST_AND_FOUND
I need support. my food was dry and not fresh. Please respond soon.,FOOD_QUALITY_ISSUE
"Hi, my dinner order is delayed and I need an update. Please help. Reference R633238.",ORDER_DELAYED
Quick question: the cashier was unprofessional. Please respond soon. Reference R790219.,STAFF_COMPLAINT
"I ordered chicken biryani, but I got something else. This happened this afternoon. Reference R834992. Branch: Austin downtown.",WRONG_ITEM
"Hey, i want to speak with a human agent about my loyalty account. Please respond soon.",HUMAN_AGENT_REQUEST
"Good evening, the pickup counter was messy. Please help. Reference R627618.",CLEANLINESS_COMPLAINT
Please help. please escalate this to a human support person. Can this be fixed?,HUMAN_AGENT_REQUEST
Please help. the automated response is not enough for my payment. Can you check? Reference R881869.,HUMAN_AGENT_REQUEST
Can someone help me? the restaurant sent the wrong food. Can you check?,WRONG_ITEM
"Good evening, the app says my promo code is invalid. Branch: Chicago food court. I am asking in a polite way.",PROMO_CODE_ISSUE
Urgent: can I order directly from your website? Please help.,GENERAL_INQUIRY
"Good evening, the store forgot to pack my ketchup. Thank you.",MISSING_ITEM
"Hi, i left my keys on the table. What should I do? Branch: Chicago south side.",LOST_AND_FOUND
Urgent: i want to speak with a human agent about my refund. This is frustrating. Reference R509880.,HUMAN_AGENT_REQUEST
Please help. the front desk person was very impolite. Please help.,STAFF_COMPLAINT
I need support. can you make my reservation for more guests? This is frustrating.,RESERVATION_MODIFY
Please help. the rewards section is missing my recent points. This is frustrating. Branch: Bangalore takeout.,LOYALTY_POINTS_ISSUE
"Hi, i found something dangerous inside my meal. I need assistance.",FOOD_SAFETY_ISSUE
Urgent: why is WEEKEND20 not accepted? Please respond soon. Reference R784335.,PROMO_CODE_ISSUE
Can someone help me? part of my order is missing from the bag. Thank you. Reference R256045.,MISSING_ITEM
"Good evening, please connect me to customer support because my issue is complicated. Please respond soon. I am asking in a urgent way.",HUMAN_AGENT_REQUEST
Urgent: my food was stale and not fresh. I tried from the app. Reference R308269.,FOOD_QUALITY_ISSUE
Please help. i got sick after eating the food from order R722152. Can you check?,FOOD_SAFETY_ISSUE
Please help. my order R800856 is taking too long. Please respond soon. Branch: Tempe food court. I am asking in a frustrated way.,ORDER_DELAYED
Quick question: i want to apply for a passport. I need this resolved. Reference R407366.,OUT_OF_SCOPE
Urgent: did anyone find a keys at the Dallas branch? Can you check? Reference R962505.,LOST_AND_FOUND
"Hey, please check if the sauce contains dairy. Thank you. Branch: Dallas central.",ALLERGY_INQUIRY
Urgent: the app shows payment failed for my order. I tried from the app.,PAYMENT_FAILED
"Hey, my rice bowl had a hygiene issue. I need this resolved.",FOOD_SAFETY_ISSUE
Please help. the restaurant employee spoke disrespectfully. Please respond soon.,STAFF_COMPLAINT
I need support. please check why I was charged two times. Thank you. Branch: Phoenix downtown.,DOUBLE_CHARGED
The UPI payment was deducted twice. I need this resolved.,DOUBLE_CHARGED
Urgent: i got sick after eating the food from order R470770. Can this be fixed?,FOOD_SAFETY_ISSUE
Quick question: i got sick after eating the food from order R292173. Please respond soon. Reference R906703.,FOOD_SAFETY_ISSUE
I need support. please share catering menu options. Branch: London south side.,CATERING_INQUIRY
Quick question: can you provide catering for an office lunch? Please respond soon. Reference R979869.,CATERING_INQUIRY
"Hello, i want to complain about staff behavior at London. Can this be fixed?",STAFF_COMPLAINT
"Hello, my promo code SAVE10 is not working. Please help.",PROMO_CODE_ISSUE
"Good evening, the chicken biryani I received was tasteless. Can you check? Branch: Chicago takeout.",FOOD_QUALITY_ISSUE
"Hey, are you open on holidays? I tried from the app.",GENERAL_INQUIRY
"Hello, i want to change the guest count on my reservation. Can this be fixed?",RESERVATION_MODIFY
Quick question: are you open on holidays? What should I do? Reference R475424.,GENERAL_INQUIRY
"Hello, the food delivered does not match my order. Please respond soon.",WRONG_ITEM
"Hi, i was charged twice for order R315184. This is frustrating. Reference R987652.",DOUBLE_CHARGED
"Good evening, can you help me with passport renewal? This is frustrating.",OUT_OF_SCOPE
Can someone help me? it has been more than an hour and my food is not delivered. I need assistance.,ORDER_DELAYED
Quick question: please modify my reservation for 2 people. I need assistance. Reference R887105. I am asking in a polite way.,RESERVATION_MODIFY
Quick question: i ordered from the Hyderabad takeout branch and received the wrong meal.,WRONG_ITEM
"Hey, can you check lost and found for my phone? Can this be fixed?",LOST_AND_FOUND
I need support. can you prepare food trays for an event? Can you check?,CATERING_INQUIRY
Quick question: i need help with a duplicate restaurant charge. What should I do?,DOUBLE_CHARGED
Urgent: the item in my bag is not mine. Can this be fixed?,WRONG_ITEM
"Good evening, the food from the Tempe takeout restaurant was terrible. Can you check?",FOOD_QUALITY_ISSUE
Quick question: can I get my money back for this order? I need assistance.,REFUND_REQUEST
"Hello, tell me the stock price today. This is frustrating.",OUT_OF_SCOPE
Please make a dinner reservation for 12. Please help. Reference R751515.,RESERVATION_CREATE
Quick question: i need catering for 8 people. Can this be fixed?,CATERING_INQUIRY
Can someone help me? i want to apply for a passport. Can this be fixed?,OUT_OF_SCOPE
"Good evening, i want to cancel my table booking for Saturday afternoon. What should I do?",RESERVATION_CANCEL
"Urgent: i used the app, but no rewards points were credited. I tried from the app.",LOYALTY_POINTS_ISSUE
I need support. please refund the amount charged to my net banking. Can this be fixed? I am asking in a upset way.,REFUND_REQUEST
I need support. please book my flight ticket. This is frustrating.,OUT_OF_SCOPE
"Hi, i need a quote for catering from the Toronto branch. What should I do? Reference R372214.",CATERING_INQUIRY
"Good evening, it has been more than an hour and my food is not marked delivered. Please help.",ORDER_DELAYED
Please help. is your food prepared without gluten? This is frustrating.,ALLERGY_INQUIRY
"Hi, i did not receive rewards points for order R884739. Reference R959146.",LOYALTY_POINTS_ISSUE
Please help. are you open on holidays? I tried from the app. I am asking in a urgent way.,GENERAL_INQUIRY
Urgent: the food from the Toronto takeout restaurant was terrible. I tried from the app.,FOOD_QUALITY_ISSUE
"Good evening, i paid for order R234435, but it was not delivered to me. I tried from the app.",ORDER_NOT_RECEIVED
The waiter was rude to me. Can this be fixed?,STAFF_COMPLAINT
"Hi, i received the main food but not the drink. What should I do?",MISSING_ITEM
"Hi, do you have parking available? I need assistance. Reference R827068.",GENERAL_INQUIRY
Please help. can you help me with flight booking? This happened this afternoon.,OUT_OF_SCOPE
"Hello, i did not receive the bread I paid for. Can this be fixed?",MISSING_ITEM
Quick question: i forgot my phone after dining. I need assistance. Branch: Chandler takeout.,LOST_AND_FOUND
Quick question: i need help with a school admission form. I need assistance.,OUT_OF_SCOPE
"Hey, why is LUNCH25 not accepted? Can this be fixed? Reference R933019.",PROMO_CODE_ISSUE
Please let me chat with an agent instead of the bot.,HUMAN_AGENT_REQUEST
"Hey, my order is marked delivered but nothing arrived. Thank you. Reference R463895.",ORDER_NOT_RECEIVED
"Good evening, the app says my order should have arrived already. Please respond soon. Reference R971251.",ORDER_DELAYED
I need support. move my booking to at lunch time. Thank you.,RESERVATION_MODIFY
I need support. the food from the Chandler mall restaurant was terrible. Can this be fixed? Reference R120537. Branch: Mesa drive-thru.,FOOD_QUALITY_ISSUE
I need support. my combo meal came without cutlery. Can this be fixed?,MISSING_ITEM
Urgent: i got sick after eating the food from order R603112. This happened this afternoon.,FOOD_SAFETY_ISSUE
"Good evening, what are your wifi availability? Please respond soon. Reference R660303.",GENERAL_INQUIRY
"Hey, can you help me raise a refund request? What should I do? Reference R417420.",REFUND_REQUEST
"Hey, there are two transactions for order R939476. Please respond soon. Reference R241255.",DOUBLE_CHARGED
Can someone help me? i want a refund for order R461861. Can you check? Reference R801065.,REFUND_REQUEST
"Hey, please check why my order is late. Please help.",ORDER_DELAYED
"Hey, the food delivered does not match my order. This happened today.",WRONG_ITEM
"Urgent: i cannot come tonight, so cancel my table. Branch: Toronto downtown.",RESERVATION_CANCEL
"Hey, i received the main food but not the ketchup. I need assistance. Branch: Chandler central.",MISSING_ITEM
Urgent: is order R224940 being prepared or out for delivery? I need this resolved. Reference R429610. I am asking in a upset way.,ORDER_STATUS
"Good evening, my combo meal came without main course. Branch: London mall.",MISSING_ITEM
"Hello, the front desk person was very impolite. Can you check?",STAFF_COMPLAINT
Can someone help me? i no longer need the table table booking. Can you check?,RESERVATION_CANCEL
I need support. i want to complain about staff behavior at Phoenix. What should I do? Reference R419955.,STAFF_COMPLAINT
"Hi, the restaurant payment went through twice.",DOUBLE_CHARGED
"Good evening, can you help me raise a refund request? Can you check? Reference R889944.",REFUND_REQUEST
"Hello, i want to request a refund from the Toronto restaurant. Reference R215707.",REFUND_REQUEST
Please help. the meal was cold and tasted stale. Can this be fixed?,FOOD_QUALITY_ISSUE
Urgent: the net banking payment did not go through. Can you check?,PAYMENT_FAILED
Can someone help me? my combo meal came without rice. What should I do?,MISSING_ITEM
"Hey, i left my watch on the table. I need assistance. Reference R106429.",LOST_AND_FOUND
"Hey, my order R959317 arrived with poor food quality.",FOOD_QUALITY_ISSUE
"Hi, my food never showed up even though the app says delivered. Thank you. Reference R670396.",ORDER_NOT_RECEIVED
Can someone help me? can you repair my phone? Can you check? I am asking in a frustrated way.,OUT_OF_SCOPE
"Hey, what stage is my order R281437 in? What should I do? Reference R691267. Branch: Austin airport.",ORDER_STATUS
Can someone help me? the delivery time has passed and my food is still not here. This is frustrating. Branch: Chandler mall.,ORDER_DELAYED
Urgent: can you fix a wrong item issue for order R665377? Can this be fixed? Reference R818415.,WRONG_ITEM
"Good evening, can you repair my phone? Please respond soon.",OUT_OF_SCOPE
Can you provide catering for an office lunch? Please respond soon. Reference R482765.,CATERING_INQUIRY
"Hey, the Hyderabad branch was not clean. Can you check?",CLEANLINESS_COMPLAINT
Please help. my wallet was debited twice for one order. Thank you.,DOUBLE_CHARGED
Can someone help me? book a table under the name Chris. Can this be fixed? I am asking in a urgent way.,RESERVATION_CREATE
I need human help from the Chicago branch support team. This happened today.,HUMAN_AGENT_REQUEST
Urgent: please adjust my reservation at the Austin restaurant. I need assistance.,RESERVATION_MODIFY
"I need support. i used the app, but no rewards points were credited. Can this be fixed? Reference R949013.",LOYALTY_POINTS_ISSUE
I need support. can you cancel the booking under Aisha? I need this resolved.,RESERVATION_CANCEL
Can someone help me? can you check my loyalty account? Please respond soon. Branch: Hyderabad main street. I am asking in a calm way.,LOYALTY_POINTS_ISSUE
"Hi, the cashier was unprofessional. Please help. Reference R302776.",STAFF_COMPLAINT
Please help. can you show me the menu? Can you check?,MENU_INQUIRY
Please help. the driver has not arrived yet for order R415630. I need assistance.,ORDER_DELAYED
Can someone check if my sunglasses was turned in? I need this resolved.,LOST_AND_FOUND
Please help. i need help with a duplicate restaurant charge. Thank you. Reference R139389.,DOUBLE_CHARGED
Urgent: i was charged twice for order R548410. I tried from the app.,DOUBLE_CHARGED
"Hey, i ordered from the New York airport branch and received the wrong meal. Can this be fixed?",WRONG_ITEM
"Hey, my order R471800 arrived with poor food quality. I tried from the app.",FOOD_QUALITY_ISSUE
I need support. the rice bowl was too undercooked to eat.,FOOD_QUALITY_ISSUE
Urgent: is there cross-contamination with gluten? I need this resolved. Reference R562252.,ALLERGY_INQUIRY
"Hello, staff at the restaurant were not helpful. This is frustrating. Reference R119580. I am asking in a urgent way.",STAFF_COMPLAINT
Quick question: how can I contact the Chicago restaurant? Thank you.,GENERAL_INQUIRY
Urgent: can you tell me the allergens in pizza? This is frustrating. Reference R486035.,ALLERGY_INQUIRY
"Hi, can you fix a wrong item issue for order R406746? What should I do? I am asking in a confused way.",WRONG_ITEM
I need support. i visited yesterday and lost my jacket. This happened last night.,LOST_AND_FOUND
The automated response is not enough for my food complaint. Please respond soon.,HUMAN_AGENT_REQUEST
Can someone help me? transfer me to a live representative for my delivery. Can this be fixed? Reference R278850. Branch: Dubai downtown.,HUMAN_AGENT_REQUEST
"Hi, our table was sticky and dirty. Please help. Branch: New York takeout.",CLEANLINESS_COMPLAINT
Can someone help me? please modify my reservation for 6 people. I tried from the app.,RESERVATION_MODIFY
"Hello, my pasta had a hygiene issue. Can you check? Branch: Toronto food court.",FOOD_SAFETY_ISSUE
"Hey, can you tell me if order R988684 is ready for pickup? Please help. Branch: London airport. I am asking in a urgent way.",ORDER_STATUS
Quick question: the pickup counter was messy. Please help. I am asking in a upset way.,CLEANLINESS_COMPLAINT
Urgent: i need a support person to help with my refund. Please help.,HUMAN_AGENT_REQUEST
"Hello, i want to cancel my table booking for after 6 PM. I tried from the app.",RESERVATION_CANCEL
"Hey, i got a different dish instead of wrap. Can you check?",WRONG_ITEM
"Good evening, can you help me with a missing item in order R235293? This is frustrating. Reference R818062.",MISSING_ITEM
"Good evening, i want to place a bulk order for this evening. This happened today.",CATERING_INQUIRY
"Hey, tell me what is included in the lunch combo. What should I do? Reference R476464. Branch: Chicago central.",MENU_INQUIRY
Can someone help me? what is the most popular dish at the Chicago branch? Please respond soon. Reference R640953.,MENU_INQUIRY
Urgent: can you reserve a table at the Phoenix branch? What should I do? Reference R637126.,RESERVATION_CREATE
I need support. i want to book a table for 25 people around 8 PM. This is frustrating.,RESERVATION_CREATE
"Hello, my food was burnt and not fresh. What should I do? Reference R829453.",FOOD_QUALITY_ISSUE
"Good evening, i booked a table but need to change the time. Reference R465006.",RESERVATION_MODIFY
"Hello, i got sick after eating the food from order R588149.",FOOD_SAFETY_ISSUE
"Good evening, the driver completed the order, but I have no food. This happened this afternoon. Branch: Mesa airport.",ORDER_NOT_RECEIVED
Please help. the New York branch was not clean. Can this be fixed?,CLEANLINESS_COMPLAINT
"Hello, i need a support person to help with my order. Please respond soon. Reference R466287.",HUMAN_AGENT_REQUEST
The food smells unsafe to eat. I need assistance. Reference R379365.,FOOD_SAFETY_ISSUE
Can I see the dessert menu? This happened last night. Branch: Toronto north side.,MENU_INQUIRY
"Hi, where is your nearest branch? What should I do?",GENERAL_INQUIRY
Please help. my food never showed up even though the app says marked delivered. What should I do?,ORDER_NOT_RECEIVED
Quick question: my food was tasteless and not fresh. I need this resolved. Reference R423109.,FOOD_QUALITY_ISSUE
"Can someone help me? i paid but did not receive the order, so I need a refund. Reference R128040. I am asking in a calm way.",REFUND_REQUEST
Urgent: the food from the Austin north side restaurant was terrible.,FOOD_QUALITY_ISSUE
I need support. i want to schedule a dine-in reservation. What should I do?,RESERVATION_CREATE
"Hey, can a supervisor review my restaurant visit? What should I do?",HUMAN_AGENT_REQUEST
"Hi, the counter was dirty. I need this resolved. Branch: Dubai mall.",CLEANLINESS_COMPLAINT
The dining area had trash on the floor. Can you check? I am asking in a upset way.,CLEANLINESS_COMPLAINT
I need support. the server ignored us for a long time. I tried from the app. I am asking in a upset way.,STAFF_COMPLAINT
My order is marked delivered but nothing arrived. I need assistance.,ORDER_NOT_RECEIVED
"Good evening, can you reserve a table at the London branch? Can this be fixed?",RESERVATION_CREATE
Quick question: my food was overcooked and not fresh. I need this resolved.,FOOD_QUALITY_ISSUE
"Hey, i want a refund for order R248584. Thank you.",REFUND_REQUEST
"Good evening, are you open on holidays? Can you check?",GENERAL_INQUIRY
"Good evening, the points from my last order were not added. What should I do?",LOYALTY_POINTS_ISSUE
Can someone help me? the discount disappeared from my order. I need this resolved.,PROMO_CODE_ISSUE
"Hello, the pizza I received was stale. Can this be fixed?",FOOD_QUALITY_ISSUE
Please help. the restaurant hygiene was poor. Can this be fixed?,CLEANLINESS_COMPLAINT
"Hello, order R554072 was not received at my address. This is frustrating.",ORDER_NOT_RECEIVED
What is the weather tomorrow? I need assistance. Reference R628990.,OUT_OF_SCOPE
Can you repair my phone? I tried from the app.,OUT_OF_SCOPE
Can I order directly from your website? Can you check? Branch: Chicago south side. I am asking in a polite way.,GENERAL_INQUIRY
Quick question: book a table under the name Aisha. I need this resolved. Reference R572058. Branch: Mesa central.,RESERVATION_CREATE
"Hi, the front desk person was very impolite. Can this be fixed? Reference R182061.",STAFF_COMPLAINT
"Hello, my wallet was debited twice for one order. I need this resolved.",DOUBLE_CHARGED
Can someone help me? my restaurant rewards balance is incorrect. What should I do? Reference R986031. Branch: Bangalore airport.,LOYALTY_POINTS_ISSUE
"Good evening, i want to apply for a passport. I need this resolved.",OUT_OF_SCOPE
Please help. i got sick after eating the food from order R221068. What should I do?,FOOD_SAFETY_ISSUE
"I used the app, but no rewards points were credited. Please respond soon. Reference R972333.",LOYALTY_POINTS_ISSUE
Quick question: do you have wings on the menu? Can you check? Branch: Chandler central.,MENU_INQUIRY
Urgent: what time do you open today? Thank you. Reference R576072.,GENERAL_INQUIRY
"Good evening, the delivery time has passed and my food is still not here. This is frustrating.",ORDER_DELAYED
"Hello, please adjust my reservation at the London restaurant. Thank you.",RESERVATION_MODIFY
Please help. there are two transactions for order R753863. Please help. Reference R759387.,DOUBLE_CHARGED
The offer shown in the app is not working. Thank you.,PROMO_CODE_ISSUE
"Good evening, do you have spicy food options? Branch: Bangalore mall.",MENU_INQUIRY
"Hi, i am not satisfied and want my money back. This happened two hours ago.",REFUND_REQUEST
Can someone help me? i am not satisfied and want my money back. I tried from the app. Reference R175159.,REFUND_REQUEST
"Hello, please remove my reservation for 25 people. What should I do?",RESERVATION_CANCEL
Do you serve breakfast items? I need assistance.,MENU_INQUIRY
"Hi, the offer shown in the app is not working. I need assistance.",PROMO_CODE_ISSUE
I need support. my order was not confirmed because payment failed. Can you check? Reference R977995.,PAYMENT_FAILED
"Hi, there was bug in the food package. Can you check? Branch: Toronto mall.",FOOD_SAFETY_ISSUE
"Hey, the coupon is not applying at checkout. Can this be fixed? Reference R675281.",PROMO_CODE_ISSUE
"Hey, why is FIRSTORDER not accepted? I need this resolved.",PROMO_CODE_ISSUE
Urgent: the restaurant looked unhygienic. Please respond soon.,CLEANLINESS_COMPLAINT
Quick question: why is WEEKEND20 not accepted? What should I do? Branch: Phoenix south side.,PROMO_CODE_ISSUE
"Hi, can you repair my phone? Please respond soon.",OUT_OF_SCOPE
"Hi, can I reserve a table for 12 guests? I tried from the app.",RESERVATION_CREATE
Please help. i need allergen information before ordering. I need this resolved. Reference R691418. Branch: Dallas north side.,ALLERGY_INQUIRY
Quick question: my order is marked completed but nothing arrived. Thank you.,ORDER_NOT_RECEIVED
Quick question: please refund my payment. Please respond soon.,REFUND_REQUEST
"Hi, please adjust my reservation at the Chicago restaurant. This is frustrating.",RESERVATION_MODIFY
Can someone help me? i found something dangerous inside my meal. Please help. Reference R384090.,FOOD_SAFETY_ISSUE
Can someone help me? it has been more than an hour and my food is not delivered. Can you check?,ORDER_DELAYED
"Hi, please check why my order is late. Thank you. Branch: Chicago drive-thru.",ORDER_DELAYED
Urgent: i should have earned points for this order. This is frustrating. Reference R845998.,LOYALTY_POINTS_ISSUE
"Hey, the food from the Chicago downtown restaurant was terrible. Can this be fixed? Reference R674156.",FOOD_QUALITY_ISSUE
"Hello, where is your nearest branch?",GENERAL_INQUIRY
"Hello, can you help me with a missing item in order R852498? Can you check? I am asking in a frustrated way.",MISSING_ITEM
Quick question: can you make my reservation for more guests? Reference R411048. Branch: Tempe south side.,RESERVATION_MODIFY
"Hey, please refund my payment. Can you check?",REFUND_REQUEST
My wallet was debited twice for one order. Can you check?,DOUBLE_CHARGED
I need allergen information before ordering. Thank you. Reference R462136.,ALLERGY_INQUIRY
"Good evening, the front desk person was very impolite. Can you check? I am asking in a upset way.",STAFF_COMPLAINT
"Good evening, please refund the amount charged to my debit card. I need this resolved. Reference R933116. I am asking in a upset way.",REFUND_REQUEST
"Hey, i placed order R981229 through the mobile app. What is the current status? Can this be fixed?",ORDER_STATUS
Urgent: i need help with a school admission form. Please help. Branch: Chicago takeout.,OUT_OF_SCOPE
"Hi, the manager did not handle my complaint properly. This is frustrating.",STAFF_COMPLAINT
Please help. the branch looked unhygienic.,CLEANLINESS_COMPLAINT
The restroom was dirty. Can you check? I am asking in a polite way.,CLEANLINESS_COMPLAINT
Quick question: can you check the status of order R583709?,ORDER_STATUS
"Hey, can I update the name on my reservation to Emily? Can you check? Reference R158486.",RESERVATION_MODIFY
"Hi, i got sick after eating the food from order R866360. Can you check?",FOOD_SAFETY_ISSUE
"Good evening, i want to apply for a passport. I need this resolved. I am asking in a frustrated way.",OUT_OF_SCOPE
Urgent: are you open on holidays? This is frustrating. Reference R813547. I am asking in a upset way.,GENERAL_INQUIRY
Please help. i need to cancel my store reservation. Thank you.,RESERVATION_CANCEL
Please help. tell me the stock price today. This happened 30 minutes ago.,OUT_OF_SCOPE
What dishes are available today? I need this resolved. Branch: Phoenix airport.,MENU_INQUIRY
Can someone help me? please check why my order is late. Can you check?,ORDER_DELAYED
Please help. please modify my reservation for 5 people. I need assistance. Reference R962977. I am asking in a frustrated way.,RESERVATION_MODIFY
"Hi, i want to apply for a passport. I need this resolved. Branch: New York south side.",OUT_OF_SCOPE
"Good evening, i need information about stock market advice. Can you check? Reference R805430.",OUT_OF_SCOPE
Quick question: i want live support now because I need manual support. I tried from the app. Reference R589490.,HUMAN_AGENT_REQUEST
Urgent: the app says my order should have arrived already. Thank you.,ORDER_DELAYED
"Hi, please process a refund for the missing items. Thank you. Reference R750404.",REFUND_REQUEST
"Hey, what are your opening hours? I need this resolved. Reference R755360.",GENERAL_INQUIRY
Can someone help me? tell me what is included in the lunch combo. This happened two hours ago. Branch: Dubai takeout.,MENU_INQUIRY
"Good evening, i received the main food but not the fries. I need assistance. Branch: Austin airport.",MISSING_ITEM
I need support. i need help with a school admission form. What should I do? Reference R964351. I am asking in a polite way.,OUT_OF_SCOPE
Urgent: please let me chat with an agent instead of the bot. I need assistance.,HUMAN_AGENT_REQUEST
Quick question: i want to report rude behavior from the delivery person. I need this resolved. I am asking in a polite way.,STAFF_COMPLAINT
"Hey, the Scottsdale branch was not clean. Can this be fixed?",CLEANLINESS_COMPLAINT
Please help. i forgot my jacket after dining. This happened this afternoon.,LOST_AND_FOUND
"Hi, please process a refund for the missing items. I need this resolved. Reference R980783.",REFUND_REQUEST
I need support. what are your vegetarian menu options? I need assistance.,MENU_INQUIRY
Can someone help me? is there cross-contamination with sesame? Reference R675764.,ALLERGY_INQUIRY
Please help. the milkshake tasted old and greasy. What should I do?,FOOD_QUALITY_ISSUE
"Hello, please share catering menu options. Can this be fixed? Reference R179039.",CATERING_INQUIRY
"Hello, the payment page gave an error. I need assistance. Branch: Bangalore mall. I am asking in a polite way.",PAYMENT_FAILED
Track my food order R141341 from Dubai. Please respond soon. Branch: New York north side.,ORDER_STATUS
"Hey, i want to report rude behavior from the waiter. This happened today.",STAFF_COMPLAINT
"Good evening, can you help me with a failed payment? Can this be fixed? Reference R994142. Branch: Austin airport.",PAYMENT_FAILED
Quick question: can I order directly from your website? Please respond soon.,GENERAL_INQUIRY
Can someone help me? please help me find an item I left at the restaurant. Can this be fixed?,LOST_AND_FOUND
I need support. my order R953930 arrived with poor food quality. This happened two hours ago. Branch: Tempe south side.,FOOD_QUALITY_ISSUE
Urgent: what dishes are safe for someone allergic to sesame? I need this resolved.,ALLERGY_INQUIRY
"Hello, i visited yesterday and lost my bag. I need assistance.",LOST_AND_FOUND
I need support. can I get my money back for this order? What should I do? I am asking in a polite way.,REFUND_REQUEST
I need support. the restaurant employee spoke disrespectfully. Please respond soon. Reference R380411. Branch: Austin south side.,STAFF_COMPLAINT
Urgent: what are your nearest branch? I tried from the app.,GENERAL_INQUIRY
"Hello, i want to apply for a passport. Please help.",OUT_OF_SCOPE
"Hello, the pizza was too soggy to eat. I need this resolved.",FOOD_QUALITY_ISSUE
"Hello, the bag from Scottsdale did not include my fries. This is frustrating.",MISSING_ITEM
Urgent: i need catering for 10 people. Thank you.,CATERING_INQUIRY
Urgent: my loyalty points are missing. Can this be fixed?,LOYALTY_POINTS_ISSUE
"Good evening, i want to change the guest count on my reservation. Can you check?",RESERVATION_MODIFY
"Hey, are you open on holidays? Reference R392462. I am asking in a frustrated way.",GENERAL_INQUIRY
Please help. tell me what is included in the lunch combo. This is frustrating. I am asking in a polite way.,MENU_INQUIRY
Can you tell me about your restaurant? Can you check?,GENERAL_INQUIRY
"Good evening, why is my order R557592 delayed? I need assistance.",ORDER_DELAYED
Please share catering menu options. Can you check?,CATERING_INQUIRY
"Hi, do you take bulk food orders? This happened last night. Reference R176394.",CATERING_INQUIRY
Can you handle a large order for 25 guests? Can you check?,CATERING_INQUIRY
Please help. our table was sticky and dirty. Please help. Reference R626092.,CLEANLINESS_COMPLAINT
"Hey, my combo meal came without extra cheese. I need this resolved.",MISSING_ITEM
"Please help. i used the app, but no rewards points were credited. Please respond soon.",LOYALTY_POINTS_ISSUE
"Hello, the discount disappeared from my order. This happened this afternoon.",PROMO_CODE_ISSUE
"Good evening, do you have a table available for 3 people? This is frustrating.",RESERVATION_CREATE
"Hey, the menu card was dirty. Can you check?",CLEANLINESS_COMPLAINT
Quick question: i left my keys on the table. Please respond soon.,LOST_AND_FOUND
Can someone help me? what dishes are available today? Can this be fixed?,MENU_INQUIRY
Can you check the status of order R997884? I need assistance. Reference R556822. Branch: Chicago takeout.,ORDER_STATUS
Can someone help me? the wallet transaction did not go through. This happened today. Reference R528044.,PAYMENT_FAILED
"Hey, can I see the dessert menu? Thank you.",MENU_INQUIRY
"Good evening, can you tell me about your restaurant? Please respond soon. I am asking in a confused way.",GENERAL_INQUIRY
"Good evening, do you take bulk food orders? Can you check? I am asking in a urgent way.",CATERING_INQUIRY
Please help. i did not get my order from the Dallas airport restaurant. Can you check? I am asking in a confused way.,ORDER_NOT_RECEIVED
"Hello, i never got my food order R252340. Thank you.",ORDER_NOT_RECEIVED
"Hello, can you check the status of order R547337? I need this resolved. Reference R168920.",ORDER_STATUS
Urgent: i need a refund because the food was not acceptable. I need assistance.,REFUND_REQUEST
Can someone help me? can you update my table booking? I need this resolved.,RESERVATION_MODIFY
I need support. do you deliver catering orders? Can this be fixed?,CATERING_INQUIRY
Please help. the discount disappeared from my order. I tried from the app.,PROMO_CODE_ISSUE
"Hi, i cannot come tonight, so cancel my table. Please help. Reference R632572.",RESERVATION_CANCEL
Urgent: are you open on holidays? I need this resolved.,GENERAL_INQUIRY
Please help. the UPI billing did not go through. What should I do?,PAYMENT_FAILED
"Hey, the restroom was dirty. Please help. Reference R238118. Branch: Chicago north side.",CLEANLINESS_COMPLAINT
Urgent: i received the wrong item in order R559691. Can you check?,WRONG_ITEM
"Good evening, i was charged twice for order R658562. Please help.",DOUBLE_CHARGED
Can you reserve a table at the Hyderabad branch? I tried from the app.,RESERVATION_CREATE
Please help. my combo meal came without bread. This is frustrating.,MISSING_ITEM
"Hi, please modify my reservation for 8 people. I need this resolved.",RESERVATION_MODIFY
Please help. staff at the restaurant were not helpful. This happened last night. Branch: London mall.,STAFF_COMPLAINT
"Hi, i paid for order R271220, but it was not delivered to me. Can this be fixed?",ORDER_NOT_RECEIVED
"Hello, where is your nearest branch? I need this resolved. Reference R163301.",GENERAL_INQUIRY
I ordered from the Hyderabad drive-thru branch and received the wrong meal. Please help.,WRONG_ITEM
I need help recovering a lost item. Please help.,LOST_AND_FOUND
