example_id,statement,intent_code,intent_meaning,department,split,urgency,sentiment,channel,language,has_order_context,wording_style,synthetic_source,created_date
REST_INTENT_007149,URGENT: I had an allergic reaction after eating this order. please fix this?,FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,train,high,negative,phone,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007150,I never got my food from order R561171.,ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,train,high,negative,email,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_007151,"Hi, Where is my order R453596? if possible",ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,chatbot,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007152,Can you help me? I left my watch at the airport location. please help?,LOST_AND_FOUND,Customer lost item,Front Desk,train,medium,negative,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007153,"Quick question, I booked for dinner but need to shift it later. today",RESERVATION_MODIFY,Change booking,Reservations,train,low,neutral,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007154,"Hi, Why did you bill me two times? asap!",DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,website,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007155,URGENT: My loyalty account is not updated. please fix this!,LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,mobile_app,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007156,I had a bad experience with the restaurant staff. thanks,STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,validation,medium,negative,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007157,"I have a gluten allergy, what can I order?",ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,train,low,neutral,phone,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_007158,URGENT: There was trash around the dining area. please fix this,CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,email,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007159,Can you help me? I want to report a cleanliness issue. please.,CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007160,Payment keeps failing on the checkout page. please help.,PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,website,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007161,ordr R606018 has been delayed for too long.,ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,website,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007162,"Hi, I did not receive rewards for my purchase. right now?",LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,chatbot,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007163,"This is urgent, I want to report a cleanliness issue. please fix this",CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,test,medium,negative,website,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007164,"Hey, Order R579706 has incorrect food. please help?",WRONG_ITEM,Wrong food/item received,Kitchen,train,medium,negative,phone,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007165,"This is urgent, My falafel wrap was not cooked properly.",FOOD_QUALITY_ISSUE,"Cold, stale, burnt, raw food",Food Quality,train,low,negative,mobile_app,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007166,"Hello, What are today's specials? asap?",MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,website,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007167,"Hello, Order R233188 is missing even though tracking says completed. right now?",ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,train,high,negative,email,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007168,Can you help me? I need to pick up my lost laptop bag. please?,LOST_AND_FOUND,Customer lost item,Front Desk,test,medium,negative,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007169,I need help. I found bug in my chicken biryani. if possible?,FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,validation,high,negative,email,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007170,"This is urgent, What is included in the combo meal?",MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,website,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007171,URGENT: Help me choose a phone plan. please fix this.,OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,train,low,neutral,phone,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007172,The staff at Mesa restaurant was shouted at us.,STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,train,medium,negative,counter,en,false,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_007173,"Hey, I need a table booking for Saturday at 7 pm. please help",RESERVATION_CREATE,Book a table,Reservations,train,low,neutral,phone,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007174,"Hi, What dishes do you serve? right now!",MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,phone,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007175,"I need help. I tried paying with Google Pay, but it failed. please help!",PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,mobile_app,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007176,"Quick question, Order R932420 is missing an item. today!",MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,website,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007177,"Quick question, I cannot find my delivered order anywhere. thanks",ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,train,high,negative,chatbot,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007178,Are pets allowed on the patio? please?,GENERAL_INQUIRY,General question,Customer Support,train,low,neutral,mobile_app,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007179,Order R337148 is missing even though tracking says completed.,ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,train,high,negative,website,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_007180,Need help now: Can I change the number of guests? ASAP!,RESERVATION_MODIFY,Change booking,Reservations,test,low,neutral,chatbot,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007181,I need help. Please release my table reservation. asap?,RESERVATION_CANCEL,Cancel booking,Reservations,validation,low,neutral,mobile_app,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007182,"Quick question, I do not want chatbot help, get me an agent. thanks.",HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,mobile_app,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007183,"Please help, The greasy table at airport location was unacceptable. if possible.",CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007184,"This is urgent, I need the second charge reversed. ASAP?",DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,website,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007185,"Quick question, Help me choose a phone plan. if possible",OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,train,low,neutral,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007186,What dishes do you serve? if possible.,MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,mobile_app,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007187,"This is urgent, Do you have Wi-Fi for customers? please fix this.",GENERAL_INQUIRY,General question,Customer Support,train,low,neutral,website,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007188,"This is urgent, I did not get all items I ordered.",MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,email,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007189,I need help. Can you confirm allergens for cheesecake? please?,ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,validation,low,neutral,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007190,"Hello, I want to book a table for 12 people tomorrow evening.",RESERVATION_CREATE,Book a table,Reservations,train,low,neutral,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007191,I need help. What are your delivery area? right now?,GENERAL_INQUIRY,General question,Customer Support,train,low,neutral,phone,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007192,"Quick question, What are today's specials?",MENU_INQUIRY,Ask about menu,Menu,test,low,neutral,phone,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007193,"This is urgent, Please modify my table reservation under Taylor. ASAP",RESERVATION_MODIFY,Change booking,Reservations,train,low,neutral,website,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007194,"Hi, Can you tell me the price of kids meal? today!",MENU_INQUIRY,Ask about menu,Menu,test,low,neutral,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007195,"Quick question, The resturant did not mention allergens in the food. please.",FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,train,high,negative,counter,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007196,"This is urgent, The veggie burger was overcooked and dry. please fix this.",FOOD_QUALITY_ISSUE,"Cold, stale, burnt, raw food",Food Quality,train,low,negative,chatbot,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007197,"This is urgent, Can you handle a wedding catering order?",CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,mobile_app,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007198,"Please help, My order was marked delivered but nothing arrived. right now.",ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,train,high,negative,mobile_app,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007199,Can you help me? Are pets allowed on the patio? if possible,GENERAL_INQUIRY,General question,Customer Support,train,low,neutral,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007200,URGENT: Do you have Wi-Fi for customers? please fix this?,GENERAL_INQUIRY,General question,Customer Support,train,low,neutral,counter,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007201,"Please help, My points are missng from yesterday's order.",LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,mobile_app,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007202,I need help. Transfer me to a live representative. today?,HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,chatbot,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007203,"Quick question, The food quality from drive-thru location was unacceptable.",FOOD_QUALITY_ISSUE,"Cold, stale, burnt, raw food",Food Quality,test,low,negative,website,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007204,"Quick question, I need allergy information before ordering. right now?",ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,train,low,neutral,chatbot,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007205,"The app says payment declined, but my Visa card is working.",PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,website,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_007206,I need help. Do you have parking at the mall food court? thanks.,GENERAL_INQUIRY,General question,Customer Support,train,low,neutral,phone,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007207,"Need help now: I asked for chicken biryani, but the delivered item is different. please fix this!",WRONG_ITEM,Wrong food/item received,Kitchen,train,medium,negative,mobile_app,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007208,Please check my reward points for order R101586.,LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,website,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_007209,"Hello, Can you fix my laptop? please help",OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,train,low,neutral,chatbot,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007210,"Hey, Can you check lost and found for my umbrella? thanks!",LOST_AND_FOUND,Customer lost item,Front Desk,train,medium,negative,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007211,"Quick question, Tell me the stock price of a company. thanks!",OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,train,low,neutral,phone,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007212,"Hi, Please release my table resrvation.",RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007213,What are today's specials? please?,MENU_INQUIRY,Ask about menu,Menu,train,low,neutral,counter,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007214,"Please help, I see a double charge on my PayPal. please help!",DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,website,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007215,I need help. We need trays of tacos for an event. please?,CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,mobile_app,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007216,"Hey, Why did my rewards disappear? thanks",LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,mobile_app,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007217,URGENT: Help me choose a phone plan. please fix this,OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,train,low,neutral,website,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007218,"Hey, I booked for dinner but need to shift it later. asap!",RESERVATION_MODIFY,Change booking,Reservations,train,low,neutral,website,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007219,"Please help, I paid for food but did not receive it. please help!",ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,train,high,negative,website,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007220,"Hello, Why is my butter chicken order delayed? today",ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,mobile_app,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007221,I want to talk to a human agent. thanks,HUMAN_AGENT_REQUEST,Wants human support,Customer Support,train,medium,negative,mobile_app,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007222,Please cancel the table booking under Daniel.,RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,counter,en,false,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_007223,Order R398837 is missing even though tracking says completed.,ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,train,high,negative,chatbot,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_007224,Need help now: Please help with a coupon issue. ASAP?,PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,train,low,negative,mobile_app,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007225,"This is urgent, I want to discuss bulk food delivery. please fix this.",CATERING_INQUIRY,Bulk/catering order,Catering,test,low,neutral,mobile_app,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007226,"Hey, We need trays of chicken wings for an event. right now!",CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,phone,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007227,URGENT: The high chair for my child was dirty.,CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,chatbot,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007228,I need help. I cancelled but have not received a refund. if possible.,REFUND_REQUEST,Customer wants refund,Refunds,train,medium,negative,website,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007229,"Hey, My card shows duplicate charges from the restaurant. if possible?",DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,chatbot,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007230,Need help now: I want a refund for order R543565. ASAP!,REFUND_REQUEST,Customer wants refund,Refunds,train,medium,negative,website,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007231,Order R507132 has duplicate payment charges.,DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,email,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_007232,"Hey, I received the ordr but one item is missing.",MISSING_ITEM,Item missing from order,Kitchen / Takeout,train,medium,negative,mobile_app,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007233,I need help. The transaction did not go through. today,PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,mobile_app,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007234,"Hello, I did not get all items I ordred. asap!",MISSING_ITEM,Item missing from order,Kitchen / Takeout,validation,medium,negative,chatbot,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007235,"Hey, I need the second charge reversed. today?",DOUBLE_CHARGED,Customer charged twice,Payments,test,high,negative,email,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007236,"Please help, My order never came to my door. asap",ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,train,high,negative,chatbot,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007237,I need help. I want to talk to a human agent. asap!,HUMAN_AGENT_REQUEST,Wants human support,Customer Support,validation,medium,negative,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007238,What are your opening hours? if possible!,GENERAL_INQUIRY,General question,Customer Support,validation,low,neutral,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007239,Need help now: My order is not confirmed because payment failed. please fix this?,PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,website,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007240,URGENT: Do you offer catering for 4 people? please fix this,CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,chatbot,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007241,I left my sunglasses at the Tempe store.,LOST_AND_FOUND,Customer lost item,Front Desk,train,medium,negative,chatbot,en,false,short,template_slot_generation_v1,2026-06-14
REST_INTENT_007242,"Quick question, Which menu items are egg-free?",ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,train,low,neutral,mobile_app,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007243,"Hi, The greek salad was overcooked and dry. asap!",FOOD_QUALITY_ISSUE,"Cold, stale, burnt, raw food",Food Quality,train,low,negative,chatbot,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007244,Has order R967466 left the restaurant yet?,ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,email,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_007245,"Hi, The high chair for my child was dirty.",CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,validation,medium,negative,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007246,My loyalty points were not added after order R522390.,LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,email,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_007247,"Please help, My order never came to my door. thanks?",ORDER_NOT_RECEIVED,Customer did not receive order,Delivery,train,high,negative,chatbot,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007248,"Please help, We need trays of mango lassi for an event. thanks!",CATERING_INQUIRY,Bulk/catering order,Catering,test,low,neutral,email,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007249,check the status of order R265657?,ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,email,en,true,short,template_slot_generation_v1,2026-06-14
REST_INTENT_007250,"Hey, Can you cater a party next week? please",CATERING_INQUIRY,Bulk/catering order,Catering,validation,low,neutral,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007251,Order R172817 has been delayed for too long. please?,ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,mobile_app,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007252,"Can you help me? This is not about food, but I need insurance help.",OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,train,low,neutral,counter,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007253,"This is urgent, My order R311247 is late. ASAP?",ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,chatbot,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007254,"Please help, The loyalty balance is wrong in my account.",LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,validation,low,negative,website,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007255,"Hi, The fries were soggy and stale. please!",FOOD_QUALITY_ISSUE,"Cold, stale, burnt, raw food",Food Quality,train,low,negative,website,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007256,"Hi, My stars were not added after order R765213.",LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,chatbot,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007257,Need help now: Update my reservation at the Tempe store. ASAP,RESERVATION_MODIFY,Change booking,Reservations,train,low,neutral,email,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007258,"Hello, Please refund my money for the missing food. thanks!",REFUND_REQUEST,Customer wants refund,Refunds,train,medium,negative,website,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007259,Need help now: Can you check lost and found for my laptop bag?,LOST_AND_FOUND,Customer lost item,Front Desk,train,medium,negative,counter,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007260,I want a refund for order R597528.,REFUND_REQUEST,Customer wants refund,Refunds,train,medium,negative,mobile_app,en,true,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_007261,Can you help me? The staff at Downtown branch was was disrespectful. right now!,STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,train,medium,negative,website,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007262,Order R464008 has duplicate payment charges.,DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,chatbot,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_007263,I was charged twice for order R301896. if possible!,DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,chatbot,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007264,We need trays of naan for an event.,CATERING_INQUIRY,Bulk/catering order,Catering,train,low,neutral,website,en,false,plain,template_slot_generation_v1,2026-06-14
REST_INTENT_007265,"This is urgent, There may be a contamination issue with order R961884. ASAP",FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,train,high,negative,email,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007266,"Hi, What is the ETA for order R815776? thanks",ORDER_STATUS,Customer wants order status,Customer Support,validation,low,neutral,email,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007267,"This is urgent, How do I get a refund? please fix this.",REFUND_REQUEST,Customer wants refund,Refunds,train,medium,negative,chatbot,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007268,"Hey, I got sick after eating the ramen. please help?",FOOD_SAFETY_ISSUE,"Hair, illness, allergy, contamination",Food Safety,train,high,negative,website,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007269,I need help. Can we get a table tonight? if possible?,RESERVATION_CREATE,Book a table,Reservations,train,low,neutral,email,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007270,"Can you help me? I entered FAMILYDEAL, but the discount did not show. right now",PROMO_CODE_ISSUE,Coupon/promo not working,Promotions,train,low,negative,mobile_app,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007271,"Hey, The restroom was dirty. if possible",CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007272,"Hey, I want to book a table for 6 people tonight. today.",RESERVATION_CREATE,Book a table,Reservations,train,low,neutral,phone,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007273,"Please help, I tried paying with Mastercard, but it failed.",PAYMENT_FAILED,Payment failed,Payments,train,medium,negative,email,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007274,"Hi, I need support for my bank account. asap!",OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,train,low,neutral,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007275,"Please help, Why did my rewards disappear? please!",LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,train,low,negative,mobile_app,en,true,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007276,"Hey, Tell me the stock price of a company. asap?",OUT_OF_SCOPE,Not related to restaurant,No ticket / fallback,validation,low,neutral,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007277,URGENT: I placed order R279679 20 minutes ago and want an update.,ORDER_STATUS,Customer wants order status,Customer Support,train,low,neutral,website,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007278,"Please help, What is the address of the restaurant? right now!",GENERAL_INQUIRY,General question,Customer Support,train,low,neutral,website,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007279,"Hi, Are pets allowed on the patio? please!",GENERAL_INQUIRY,General question,Customer Support,train,low,neutral,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007280,Please cancel the table booking under Alex. please?,RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,chatbot,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007281,URGENT: Please cancel the table booking under Morgan. please fix this.,RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,website,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007282,I need help. ordr R915526 has been delayed for too long. right now.,ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,website,en,true,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007283,MY APP REWARDS WERE NOT ADDED AFTER ORDER R858853.,LOYALTY_POINTS_ISSUE,Rewards points missing,Loyalty,test,low,negative,chatbot,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_007284,Can you help me? I no longer need the table tonight. right now,RESERVATION_CANCEL,Cancel booking,Reservations,train,low,neutral,email,en,false,noisy,template_slot_generation_v1,2026-06-14
REST_INTENT_007285,I need help. The floor was sticky and messy. please?,CLEANLINESS_COMPLAINT,Dirty table/restroom/restaurant,Cleaning / Store Manager,train,medium,negative,mobile_app,en,false,polite,template_slot_generation_v1,2026-06-14
REST_INTENT_007286,"This is urgent, I need allergy information before ordering.",ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,train,low,neutral,website,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007287,Need help now: Can I reserve a table at the airport location? please fix this!,RESERVATION_CREATE,Book a table,Reservations,train,low,neutral,email,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007288,URGENT: My food is delayed and I need an update. please fix this?,ORDER_DELAYED,Order is late,Delivery / Kitchen,train,medium,negative,email,en,true,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007289,URGENT: Can you tell me if the sushi roll has soy? please fix this.,ALLERGY_INQUIRY,Ask about allergens,Menu / Food Safety,train,low,neutral,mobile_app,en,false,urgent,template_slot_generation_v1,2026-06-14
REST_INTENT_007290,I see a double charge on my Apple Pay.,DOUBLE_CHARGED,Customer charged twice,Payments,train,high,negative,chatbot,en,true,uppercase,template_slot_generation_v1,2026-06-14
REST_INTENT_007291,I need help. The manager did not handle my concern properly. asap!,STAFF_COMPLAINT,Complaint about staff behavior,Store Manager,train,medium,negative,mobile_app,en,false,noisy,template_slot_generation_v1,2026-06-14
